,Unnamed: 0,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
48,7447,JB368354,nan,2018-07-27 22:25:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/27/2018 11:10:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,40,W,MONROE ST,112,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,6,7,41.880830716999995,-87.62929060799999,POINT (-87.629290608365 41.880830717359)
49,7452,JB368338,nan,2018-07-27 22:00:00,30,UNKNOWN,UNKNOWN,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/27/2018 11:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,118,N,JEFFERSON ST,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,6,7,41.883800252,-87.642863485,POINT (-87.642863485455 41.883800252016)
50,7464,JB368234,nan,2018-07-27 20:10:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),0.0,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/27/2018 08:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,400,N,DESPLAINES ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,6,7,41.889074509000004,-87.64448187100002,POINT (-87.644481871029 41.889074509059)
51,7465,JB368241,nan,2018-07-27 20:06:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,OTHER,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,"OVER $1,500",07/27/2018 08:06:00 PM,IMPROPER TURNING/NO SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,141,N,CANAL ST,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,6,7,41.884377985,-87.639653829,POINT (-87.639653829274 41.884377985366)
52,7476,JB368261,nan,2018-07-27 19:15:00,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/27/2018 09:15:00 PM,IMPROPER LANE USAGE,FOLLOWING TOO CLOSELY,664,W,LAKE ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,6,7,41.885803667,-87.64524922,POINT (-87.64524921989 41.885803666844)
53,7495,JB380247,nan,2018-07-27 18:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/29/2018 01:55:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,701,W,GRAND AVE,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18,6,7,41.891097119,-87.645914755,POINT (-87.645914755033 41.891097118726)
54,7516,JB368274,nan,2018-07-27 18:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/27/2018 09:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,430,N,WELLS ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,6,7,41.890020908000004,-87.63417616299999,POINT (-87.634176162615 41.890020908064)
55,7525,JB368151,nan,2018-07-27 17:50:00,35,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/27/2018 07:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,455,N,MICHIGAN AVE,1834,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,6,7,41.890896442,-87.623981017,POINT (-87.62398101673 41.89089644229)
56,7537,JB368069,nan,2018-07-27 17:20:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,5.0,CURVE ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",07/27/2018 05:22:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,599,S,FRANKLIN ST XR,123,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,0.0,17,6,7,41.874562263,-87.631548001,POINT (-87.631548001033 41.874562263163)
57,7566,JB369559,nan,2018-07-27 16:20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/28/2018 09:36:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,98,E,WACKER PL,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,6,7,41.886919233,-87.624625556,POINT (-87.624625555986 41.886919233411)
58,7627,JB367690,nan,2018-07-27 14:00:00,30,POLICE/FLAGMAN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,07/27/2018 02:52:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,651,S,WELLS ST,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,6,7,41.873517359000004,-87.633460034,POINT (-87.6334600338 41.873517358681)
60,7681,JB367445,N,2018-07-27 12:00:00,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,2.0,STRAIGHT ON GRADE,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,07/27/2018 12:00:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,70,W,WASHINGTON ST,111,,,,,,,3.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,12,6,7,41.883320215,-87.630435708,POINT (-87.630435708183 41.883320215459)
61,7697,JB367365,nan,2018-07-27 10:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/27/2018 10:55:00 AM,FOLLOWING TOO CLOSELY,IMPROPER LANE USAGE,212,W,WASHINGTON ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10,6,7,41.883319946,-87.63426843399998,POINT (-87.634268433672 41.883319946248)
62,7702,JB367391,nan,2018-07-27 10:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/27/2018 11:15:00 AM,IMPROPER BACKING,UNABLE TO DETERMINE,151,W,ADAMS ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,6,7,41.879290073,-87.632362725,POINT (-87.6323627253 41.879290073296)
63,7768,JB367078,nan,2018-07-27 03:26:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",OVERTURNED,RAMP,1.0,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/27/2018 03:55:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,398,S,WACKER DR,122,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,6,7,41.876871564,-87.63698795100002,POINT (-87.636987951135 41.876871564486)
64,7774,JB367049,nan,2018-07-27 01:30:00,30,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,N,,"$501 - $1,500",07/27/2018 01:37:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,209,S,WELLS ST,122,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6,7,41.8790919,-87.633607891,POINT (-87.633607890765 41.879091899514)
65,7787,JB366930,nan,2018-07-26 23:13:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,6.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/26/2018 11:19:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,500,N,LA SALLE DR,1831,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23,5,7,41.890841457,-87.63270627799999,POINT (-87.632706277654 41.890841457198)
67,7829,JB366707,nan,2018-07-26 19:23:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/26/2018 08:00:00 PM,NOT APPLICABLE,NOT APPLICABLE,2,E,RANDOLPH ST,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19,5,7,41.884600962,-87.627828521,POINT (-87.627828520965 41.884600961961)
69,7847,JB366652,nan,2018-07-26 18:51:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/26/2018 06:53:00 PM,DISREGARDING STOP SIGN,NOT APPLICABLE,77,W,LOWER WACKER DR,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,5,7,41.886680342,-87.63081063899998,POINT (-87.630810638866 41.886680341851)
70,7873,JB366580,nan,2018-07-26 17:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/26/2018 06:49:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,370,N,DESPLAINES ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,5,7,41.888918174000004,-87.644477973,POINT (-87.64447797293 41.88891817356)
71,7904,JB367282,nan,2018-07-26 16:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,3.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/27/2018 10:00:00 AM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,203,N,LA SALLE ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16,5,7,41.885822048,-87.632303735,POINT (-87.632303735086 41.885822047853)
72,7947,JB366375,nan,2018-07-26 15:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/26/2018 04:41:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,225,W,RANDOLPH ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,5,7,41.88435558,-87.63463655,POINT (-87.634636549891 41.884355579622)
73,7970,JB366191,nan,2018-07-26 13:50:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/26/2018 02:40:00 PM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,125,S,DEARBORN ST,112,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,5,7,41.880009606,-87.62921341,POINT (-87.629213409583 41.880009605837)
74,8011,JB365939,nan,2018-07-26 11:15:00,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/26/2018 11:20:00 AM,IMPROPER LANE USAGE,NOT APPLICABLE,50,W,WASHINGTON ST,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,7,41.883322199,-87.629775097,POINT (-87.629775096643 41.88332219915)
75,8025,JB365894,nan,2018-07-26 10:35:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,ALLEY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,07/26/2018 10:40:00 AM,IMPROPER BACKING,FAILING TO YIELD RIGHT-OF-WAY,121,S,DEARBORN ST,112,,,,Y,UNKNOWN,Y,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10,5,7,41.880115052,-87.62921495100002,POINT (-87.629214950878 41.880115051694)
76,8038,JB365829,nan,2018-07-26 09:55:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/26/2018 10:14:00 AM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,19,S,HALSTED ST,1232,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9,5,7,41.881195235999996,-87.647194232,POINT (-87.647194231881 41.881195235833)
77,8039,JB365893,nan,2018-07-26 09:53:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/26/2018 10:59:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,125,S,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,5,7,41.880013427,-87.636572385,POINT (-87.636572384507 41.880013427132)
78,8043,JB365880,nan,2018-07-26 09:45:00,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/26/2018 10:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,201,N,STATE ST,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,5,7,41.885778195,-87.627793737,POINT (-87.627793736556 41.885778194868)
79,8052,JB365796,nan,2018-07-26 09:25:00,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/26/2018 09:48:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,520,W,JACKSON BLVD,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9,5,7,41.878141766999995,-87.64054426700001,POINT (-87.640544267472 41.878141766716)
80,8065,JB365738,nan,2018-07-26 08:40:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/26/2018 08:52:00 AM,IMPROPER BACKING,NOT APPLICABLE,132,S,WABASH AVE,112,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8,5,7,41.879992677,-87.62629211,POINT (-87.626292109718 41.879992677451)
81,8071,JB365755,nan,2018-07-26 08:25:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/26/2018 08:46:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,30,N,CLINTON ST,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,5,7,41.882797038,-87.641369475,POINT (-87.641369475188 41.882797037723)
82,8072,JB366491,nan,2018-07-26 08:05:00,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/26/2018 05:44:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,71,S,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8,5,7,41.880717575,-87.636589107,POINT (-87.636589107372 41.880717575265)
83,8073,JB366473,nan,2018-07-26 08:04:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/26/2018 05:34:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,210,N,WELLS ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,5,7,41.886028398,-87.634084983,POINT (-87.63408498312 41.886028398061)
84,8086,JB366353,nan,2018-07-26 06:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/26/2018 04:25:00 PM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,30,S,LOWER WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,5,7,41.881168673000005,-87.637184927,POINT (-87.637184926511 41.881168672667)
87,8147,JB365602,nan,2018-07-25 19:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,N,$500 OR LESS,07/26/2018 03:40:00 AM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,35,E,LOWER WACKER DR,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,4,7,41.886796216,-87.626562278,POINT (-87.626562277964 41.886796215825)
88,8178,JB365228,nan,2018-07-25 18:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,07/25/2018 08:15:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,36,W,KINZIE ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,4,7,41.889343478,-87.62951227399998,POINT (-87.629512274288 41.889343478416)
89,8179,JB365023,nan,2018-07-25 18:00:00,30,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/25/2018 06:20:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,211,W,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,4,7,41.88670788,-87.634318545,POINT (-87.634318545079 41.886707879762)
90,8185,JB365048,nan,2018-07-25 17:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/25/2018 05:48:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,191,N,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,7,41.8855345,-87.636676091,POINT (-87.636676091475 41.885534499942)
91,8194,JB364996,N,2018-07-25 17:05:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/25/2018 05:55:00 PM,IMPROPER BACKING,NOT APPLICABLE,222,S,CANAL ST,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,7,41.878619465999996,-87.639723718,POINT (-87.639723718154 41.878619466319)
93,8246,JB364853,nan,2018-07-25 15:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/25/2018 04:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,200,E,LOWER WACKER DR,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,4,7,41.888333272,-87.62223599200001,POINT (-87.622235991552 41.888333272144)
94,8301,JB364755,nan,2018-07-25 13:30:00,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,CENTER TURN LANE,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,07/25/2018 03:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,541,W,FULTON ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,4,7,41.886705653,-87.64140961700001,POINT (-87.641409617426 41.886705652772)
